filepath,category,class,split
data\split\train\flowers\Waterlilies\957a3b85f6_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\5260394eb9.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0c5a946bad_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\70b4ffcb28_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\316f45069b.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\ac5fcb679c_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\6af2172848_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0c5a946bad_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0c5a946bad_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\957a3b85f6_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\f24a90446c_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\957a3b85f6_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\40c5dfc31c_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7c698fa0b2_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\ac5fcb679c_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0c5a946bad_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c206c14594_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7ae03a9288_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c4fe1ca700_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\236291ef11_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9f0b63dffb_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9ccb9dab03_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9f0b63dffb_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\23ee84770e_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\aae68a60b4_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\58856ea16d_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9ccb9dab03_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\293b4217ca_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\40c5dfc31c_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\58856ea16d.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\436b937efa_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\436b937efa_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\a0b823f3a6_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\436b937efa_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\aae68a60b4_aug0_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c39be41802_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\28a2a274d2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fb6da59850_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b0a037ce78_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1874ce5c77_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4349f09c2b.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\27f3ed3c84_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4e71838c46.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fe995ebd7e_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7593bb186f_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\a89af9b79e_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\58856ea16d_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\6c1a3c9dbd.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1a7cb9951e_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9057ef82d3_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\20b2c29dd6_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\68c64dccfb_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4560b86724_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4e71838c46_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\957a3b85f6_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\832f4aa62a_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\aae68a60b4_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c4fe1ca700.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9f0b63dffb_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7ede81356a_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c4fe1ca700_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4560b86724_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\f24a90446c_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7f195fed3e_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9ccb9dab03_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b52cad1d69_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9f675c8bdf_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\6af2172848_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9057ef82d3_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9ccb9dab03_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4115a831da_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7c698fa0b2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7593bb186f_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\42de9ec91f_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\27f3ed3c84_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\436b937efa_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\236291ef11_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b52cad1d69_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\e1c66f8a68_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fb6da59850_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\3256914716_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\aae68a60b4_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\17422ea10a_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b406f24541_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0fd380234e_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\6af2172848_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\5260394eb9_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c4fe1ca700_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4115a831da_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1505a334c3_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9f0b63dffb_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c6ee78d69f.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4e71838c46_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0fd380234e_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4115a831da.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\aae68a60b4_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\832f4aa62a.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\70b4ffcb28_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\76323b37e0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\17422ea10a_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\be917ac17f_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\20b2c29dd6_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\a89af9b79e_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\ac5fcb679c_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\aae68a60b4_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\293b4217ca_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\436b937efa.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1874ce5c77_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\3256914716_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\236291ef11_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b0a037ce78_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b406f24541_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4560b86724_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\28a2a274d2_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9f0b63dffb_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9057ef82d3.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0c5a946bad_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\42de9ec91f_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7593bb186f_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\39f0efd27f_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4aeba8dec1_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7ae03a9288_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c6ee78d69f_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7593bb186f_aug0_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\5260394eb9_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0c5a946bad_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\70b4ffcb28_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\ac5fcb679c_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\bb53b05e2f_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\832f4aa62a_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4349f09c2b_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4aeba8dec1_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\23ee84770e_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c4fe1ca700_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\17422ea10a_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fe995ebd7e_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\23ee84770e.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7f195fed3e_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fb6da59850.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4560b86724_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4349f09c2b_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\293b4217ca_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1874ce5c77_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b406f24541_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4349f09c2b_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fe995ebd7e_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\236291ef11_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\e1c66f8a68_aug0_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4aeba8dec1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fb6da59850_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1505a334c3.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4349f09c2b_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\e1c66f8a68_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fe02a60520_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1a7cb9951e_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1505a334c3_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\40c5dfc31c_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0c5a946bad_aug0_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7ae03a9288_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fe02a60520_aug1_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4349f09c2b_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b406f24541_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c4fe1ca700_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\436b937efa_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fe02a60520_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\27f3ed3c84_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fe995ebd7e_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\de78b8289c_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9f675c8bdf_aug0_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\17422ea10a_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\28a2a274d2_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\093b2e4668_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7c698fa0b2_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\b0a037ce78_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7ae03a9288_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\1874ce5c77_aug1_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\a0b823f3a6_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\fb6da59850_aug2_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\17422ea10a_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\236291ef11_aug1_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c39be41802_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\c206c14594_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\0c5a946bad_aug2_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\20b2c29dd6_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\bb53b05e2f_aug0_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\40c5dfc31c_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\9f675c8bdf_aug0_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4e71838c46_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\6c1a3c9dbd_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\7ae03a9288_aug1.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\be917ac17f_aug0_aug0.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\4560b86724_aug2_aug2.jpg,flowers,Waterlilies,train
data\split\train\flowers\Waterlilies\de78b8289c_aug0.jpg,flowers,Waterlilies,train
data\split\val\flowers\Waterlilies\c6ee78d69f_aug0.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\70b4ffcb28_aug2_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\17422ea10a_aug2_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\39f0efd27f.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\1a7cb9951e_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\236291ef11_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\fe02a60520_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\9ccb9dab03_aug1_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\236291ef11_aug1_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\436b937efa_aug0_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\316f45069b_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\957a3b85f6_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\5260394eb9_aug0.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\7ede81356a_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\fb6da59850_aug2_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\3256914716_aug0_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\c39be41802.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\76323b37e0_aug0_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\de78b8289c.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\9057ef82d3_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\6c1a3c9dbd_aug0_aug0.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\9f0b63dffb_aug2_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\9057ef82d3_aug0_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\7f195fed3e_aug0_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\5042b98ee3_aug2_aug0.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\28a2a274d2_aug2_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\6c1a3c9dbd_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\9ccb9dab03_aug1_aug0.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\20b2c29dd6_aug2_aug1.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\5042b98ee3_aug2_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\4560b86724_aug2.jpg,flowers,Waterlilies,val
data\split\val\flowers\Waterlilies\7f195fed3e_aug0_aug0.jpg,flowers,Waterlilies,val
data\split\test\flowers\Waterlilies\832f4aa62a_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\40c5dfc31c_aug2_aug0.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\4e71838c46_aug1_aug0.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\9057ef82d3_aug0_aug0.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\9f0b63dffb.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\957a3b85f6_aug1_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\4349f09c2b_aug1.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\7ede81356a_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\093b2e4668_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\4aeba8dec1_aug0_aug1.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\68c64dccfb_aug2_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\9ccb9dab03_aug2_aug0.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\c6ee78d69f_aug1.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\6af2172848_aug0_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\a89af9b79e_aug0_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\aae68a60b4_aug1_aug1.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\0c5a946bad.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\de78b8289c_aug1.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\a0b823f3a6_aug2_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\68c64dccfb_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\76323b37e0_aug0_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\f24a90446c_aug2_aug1.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\b52cad1d69_aug2_aug1.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\093b2e4668.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\0c5a946bad_aug0.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\6c1a3c9dbd_aug0.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\40c5dfc31c_aug0_aug0.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\5042b98ee3_aug2_aug1.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\957a3b85f6_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\7c698fa0b2_aug1_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\6c1a3c9dbd_aug0_aug1.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\fe995ebd7e_aug0_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\236291ef11_aug0_aug2.jpg,flowers,Waterlilies,test
data\split\test\flowers\Waterlilies\4aeba8dec1_aug0.jpg,flowers,Waterlilies,test
